id,text,label
4751320853250785,【#目前尚未发现幸存者和第二个黑匣子#】#20220321MU5735#在26日的“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上，民航局航空安全办公室主任朱涛表示，截至3月26日12时，尚未发现幸存者和第二个黑匣子（飞行数据记录仪）。（新华社）央视新闻的微博视频,东航
4751320831495009,【#来广西梧州人员防疫要求公布#】梧州市副市长苏颖在“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上说，来梧人员须持48小时内核酸检测阴性证明，同时健康码为绿码，行程码无显示中高风险区旅居史；到梧后，需配合疫情防控要求实行分类健康管理和相对闭环管理，并做好核酸检测...全文,东航
4751320797678913,#关注MU5735航班#【#已搜寻到一部紧急定位发射仪#】#东航飞行事故第6场新闻发布会#目前，已搜寻到与第二个黑匣子安装位置较近的一部紧急定位发射仪（ELT）。@人民日报人民日报的微博视频,东航
4751320752326008,【遇难者遗骸和物品均已妥善保管】广西壮族自治区消防救援总队总队长郑西在“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上表示，自治区民政厅殡葬服务人员已到场协助开展工作，民政部门对接收的遇难者遗骸、物品均已妥善保管。（新华社）,东航
4751320748393515,#连云港疫情#从3月5号到24号，在封控防范居家中共做了15次核酸检测。疫情慢慢得到控制，近几天来0确诊。今天社区给居民发了单双号的出入证。下去扔垃圾顺带遛狗时，看到拿到证的男男女女都喜笑颜开模样。确实，快一个月了，都快憋坏了吧。加上前几天东航MU5735的空难事故，让人心情沉重。...全文,东航
4751320654807528,【#东航MU5735坠毁最新消息#】#20220321MU5735#①搜救第六天，救援人员依旧全方位搜寻失联者及第二部黑匣子。②伐木人员进现场勘察地形、清理植被，为后续搜索提供通道。③现场淤泥太厚，大型挖掘机工作受阻。④目前主要依靠人工，继续挖掘搜集飞机残骸、碎片和机上物件。⑤藤县声明暂未以任何名...全文,东航
4751320642227800,【#搜索飞行航线途经区域约750亩#】广西壮族自治区消防救援总队总队长郑西在“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上表示，派出4个外围搜索组，携带无人机、4G单兵图传、卫星电话等装备，以核心区为起点，通过搭乘摩托车、徒步行进等方式进入7个沿线村屯周边区域，以无...全文,东航
4751232998051432,【MU5735#第一个黑匣子译码有哪些最新情况#？一文详解】今天，东航#MU5735坠机第6天#，武警官兵同民兵、消防等救援力量仍在全力搜寻第二个黑匣子，大型机械在对核心区进行挖掘作业。黑匣子译码是调查空难事故原因的重要环节。第一个黑匣子的译码工作目前有什么最新情况，详戳↓↓MU5735第一个黑匣子译码有哪些最新情况？一文详解,东航
4751320601071320,【#已搜寻到与第二个黑匣子安装位置较近的紧急定位发射仪#】新华社微博消息，记者26日从“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上获悉，民航局航空安全办公室主任朱涛表示，目前，已搜寻到与第二个黑匣子安装位置较近的一部紧急定位发射仪（ELT）。,东航
4751320470258036,【#搜寻现场挖出大量飞机残骸#】总台记者在“3·21”东航飞行事故搜寻现场看到，#撞击点附近区域人机协作加紧搜寻#。挖出的大量飞机残骸，被整理放进收纳箱，不断向外运送↓（总台记者李健飞廖汨刘畅何柏霖莫祥龙）“3·21”东航飞行事故丨现场大量飞机残骸被挖出央视新闻的微博视频,东航
4751320601071320,【#已搜寻到与第二个黑匣子安装位置较近的紧急定位发射仪#】新华社微博消息，记者26日从“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上获悉，民航局航空安全办公室主任朱涛表示，目前，已搜寻到与第二个黑匣子安装位置较近的一部紧急定位发射仪（ELT）。,东航
4751284671877571,【#武警进场搜救前向坠机逝者默哀#】“担负救援的官兵，向遇难者默哀！”“3·21”东航飞行事故搜救进入第6天。今天上午，武警广西总队派出近200名官兵，开展搜救搜索任务。官兵在事故核心区外围举行默哀仪式，缅怀逝者，随后立即进入事故核心区搜救搜索。中新视频的微博视频,东航
4751320470258036,【#搜寻现场挖出大量飞机残骸#】总台记者在“3·21”东航飞行事故搜寻现场看到，#撞击点附近区域人机协作加紧搜寻#。挖出的大量飞机残骸，被整理放进收纳箱，不断向外运送↓（总台记者李健飞廖汨刘畅何柏霖莫祥龙）“3·21”东航飞行事故丨现场大量飞机残骸被挖出央视新闻的微博视频,东航
4751320450075060,#广西藤县客机事故最新进展#【#机上120人身份已确认#】26日下午，“3·21”东航MU5735航空器飞行事故国家应急处置指挥部举行第六场新闻发布会。会上介绍，连日来，公安机关刑事技术部门出动220人组成29个勘查组，开展现场勘查、搜救和检验工作，共确认120人身份，其中乘客114名、机组人员6人，相关工作...全文,东航
4751320051615921,【东航飞行事故发布会：#没有检出常见炸药成分#】广西消防救援总队总队长郑西介绍，理化实验室累计受理66份检材，完成检验41份，均没有检出常见无机炸药的主要离子成分，也没有检出常见有机炸药成分。（总台记者何盈陈俏张卉王洁尹智磊李福远袁鹏）央视新闻的微博视频,东航
4751320433819687,#豫见郑道#【#已搜寻到一部紧急定位发射仪#】#东航飞行事故第6场新闻发布会#目前，已搜寻到与第二个黑匣子安装位置较近的一部紧急定位发射仪（ELT）。人民日报的微博视频,东航
4751320420974685,#东航MU5735飞行事故新闻发布会#【救援使用雷达生命探测仪等多项技术搜寻生命迹象】广西壮族自治区消防救援总队后勤装备处副处长包庆斌在发布会上介绍了救援中装备和技术的运用情况，他表示，21日接到救援指令后，广西消防救援总队紧急调集抢险救援车、化学洗消车等特种车辆164辆，抢险救援器材、保障...全文,东航
4751303248970463,心理专家：已开始对东航坠机事故搜救人员进行心理援助。🙏#武警官兵进核心区前脱帽默哀#青年湖南的微博视频,东航
4751320395548105,【直击东航救援现场：#明后天或有连续降雨可能导致山体滑坡#】#撞击点附近反复探测后确定已无生命迹象#今天，“3·21”东航飞行事故搜救工作进入第六天。救援人员仍在全力搜寻第二个黑匣子，大型机械正在对核心区进行挖掘作业。据了解，未来两天当地可能出现连续降雨，旁边的山坡有滑坡迹象，也会给救...全文,东航
4751161305072741,6962分之一屈穎妍2022-03-26東航空難，132人罹難，外交部發言人汪文斌結了條黑領帶出席例行記者會，路透社記者明知故問：「你戴這純黑領帶有什麼特別意義嗎？」汪文斌紅着眼睛強忍怒氣說：「這不需要多說吧？」另一發言人趙立堅也在微博留言：「地球人都知道！」132人罹難，舉國都在傷痛，發...全文,东航
4751320395548105,【直击东航救援现场：#明后天或有连续降雨可能导致山体滑坡#】#撞击点附近反复探测后确定已无生命迹象#今天，“3·21”东航飞行事故搜救工作进入第六天。救援人员仍在全力搜寻第二个黑匣子，大型机械正在对核心区进行挖掘作业。据了解，未来两天当地可能出现连续降雨，旁边的山坡有滑坡迹象，也会给救...全文,东航
4751161305072741,6962分之一屈穎妍2022-03-26東航空難，132人罹難，外交部發言人汪文斌結了條黑領帶出席例行記者會，路透社記者明知故問：「你戴這純黑領帶有什麼特別意義嗎？」汪文斌紅着眼睛強忍怒氣說：「這不需要多說吧？」另一發言人趙立堅也在微博留言：「地球人都知道！」132人罹難，舉國都在傷痛，發...全文,东航
4751317509604429,【#事故现场目前没有检出常见有机炸药成分#】记者从26日下午的“3·21”东航MU5735航空器飞行事故国家应急处置指挥部第六场新闻发布会上获悉，理化实验室累计受理66份检材，完成检验41份，均没有检出常见无机炸药的主要离子成分，也没有检出常见有机炸药成分。（新华社记者）,东航
4751315014258744,【正在直播：#3·21东航飞行事故第六场新闻发布会#】3月26日，国家应急处置指挥部举办第六场发布会，介绍事故现场最新搜寻情况。@人民网正在直播，一起关注↓↓人民网的微博直播,东航
4751320051615921,【东航飞行事故发布会：#没有检出常见炸药成分#】广西消防救援总队总队长郑西介绍，理化实验室累计受理66份检材，完成检验41份，均没有检出常见无机炸药的主要离子成分，也没有检出常见有机炸药成分。（总台记者何盈陈俏张卉王洁尹智磊李福远袁鹏）央视新闻的微博视频,东航
4751320022781103,【#尚未发现幸存者和第二个黑匣子#】#东航飞行事故第6场新闻发布会#截至3月26日12时，指挥部累计出动搜救人员10723人次，尚未发现幸存者和第二个黑匣子（飞行数据记录仪），搜寻到飞机残骸和碎片累计24047件，并设立残骸仓库，以便后续分类和分析。@人民日报,东航
4751320001021549,#豫见郑道#【#现场翻过的泥土会转运出去二次寻找#】“3·21”东航飞行事故搜救进入第六天。总台记者在现场看到，失事飞机撞击点附近淤积较深，作业困难。目前，多方救援力量合作，#撞击点附近区域人机协作加紧搜寻#。翻找过的泥土会转运出去，进行二次寻找，不放过任何发现关键物质的可能。明后天当地...全文,东航
4751317144437307,【东航空难：经搜救人员反复探测，飞机撞击点未发现生命迹象】今天（26日），“3·21”东航飞行事故搜救工作进入第六天。救援人员仍在全力搜寻第二个黑匣子，大型机械正在对核心区进行挖掘作业。经搜救人员反复探测，飞机撞击点没有发现生命迹象。但多方力量仍在联合搜寻，不放过一点希望。总台记者在...全文,东航
4751316909821048,#已搜寻到一部紧急定位发射机#【东航失事航班搜救发现与第二个黑匣子安装位置较近的应急定位发射机】3月26日下午，“3·21”东航飞行事故国家应急处置指挥部举行第6次新闻发布会。会上民航局相关部门负责人通报称，今天是事故发生的第6天，截至26日12时，已搜寻到飞机残骸和碎片累计24047件。目前已发现...全文,东航
4751319913729719,#机上120人身份已确认#今天下午，“3·21”东航飞行事故第六场新闻发布会举行。会上介绍，连日来，公安机关刑事技术部门出动220人组成29个勘查组，开展现场勘查、搜救和检验工作，共确认120人身份，其中乘客114名、机组人员6人，相关工作还在继续进行。此前报道，MU5735航班共载有132人，其中旅...全文,东航
4751319619342783,【正在直播：直击#MU5735坠机事故搜寻现场#】东航#MU5735坠机第6天#，事故现场正在全力组织搜救。@人民日报直击现场↓↓一起关注！人民日报的微博直播绵阳,东航
4751319615935568,公园赏个满园春色，回家烤炉味美的蛋挞。周末的休闲时光总是过得那么快。想起东航空难，由衷的感叹：生命无常，好好珍惜当下。愿逝者安息，生者坚强。无锡,东航
